Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6zMKPzkeOcKaocHoHUCH4f,"Mulume/Change","Where's the One?","Congotronics International;Deerhoof;Juana Molina;Kasai Allstars;Konono N°1;Wildbirds & Peacedrums;Skeletons",2022-04-29,417186,1,false,1225721008,2022-05-05T20:07:26Z,"noise rock,afropop,art pop","Crammed Discs",0.443,0.981,9,-5.301,1,0.311,0.0525,0,0.128,0.331,101.539,4
spotify:track:6IQAmmBGmNGJYbfkgeN7hp,"potable water system emoji","potable water system emoji","Young Man in a Hurry;Macie Stewart;Ben LaMar Gay;Tim Daisy;Emma Hospelhorn;Nick Harris;Teddy Rankin-Parker",2022-05-05,317893,0,false,1225721008,2022-05-12T23:47:51Z,"experimental,experimental jazz,free jazz,indie jazz,afro-cuban jazz,nu jazz,concerto,electroacoustic,avant-garde","Coach House Sounds",0.869,0.386,9,-13.657,1,0.145,0.00134,0.0768,0.0683,0.208,137.135,4
spotify:track:0peN0EbrkoVsFxPxKaivFD,"CLOUDS IN ME","LIVE A LITTLE","Sam Gendel;Antonia Cytrynowicz",2022-05-13,151200,5,false,1225721008,2022-05-13T05:12:07Z,"ambient jazz,nu jazz,experimental jazz,indie jazz","Psychic Hotline",0.671,0.161,5,-14.08,0,0.0301,0.981,0.0108,0.11,0.279,101.587,4
spotify:track:5mnYLrbdR5fe8IAEqrcCKN,"Excuse My Back","Deathfame","Quelle Chris;Cavalier",2022-05-13,185114,0,true,1225721008,2022-05-13T18:46:10Z,"experimental hip hop,alternative hip hop","Mello Music Group",0.219,0.993,11,-3.513,0,0.614,0.254,0.403,0.0616,0.374,176.351,4
spotify:track:71Uzf0wdeYNnqlSHuUDD3D,"In The Garden","Sparks","Eri Yamamoto;Chad Fowler;William Parker;Steve Hirsh",2022-04-29,944010,0,false,1225721008,2022-05-13T19:34:46Z,"free jazz,avant-garde,experimental jazz,indie jazz,jazz","Mahakala Music",0.313,0.469,5,-9.117,0,0.0488,0.214,0.00994,0.0721,0.36,82.948,4
spotify:track:3Grsh3t0WA22tDgrjzVYAK,"Alive Ain't Always Living","Deathfame","Quelle Chris",2022-05-13,241546,0,true,1225721008,2022-05-13T22:09:51Z,"experimental hip hop,alternative hip hop","Mello Music Group",0.612,0.779,0,-4.091,1,0.186,0.755,0.000287,0.694,0.815,122.243,4
spotify:track:6NPdfJ5sBVNIzqghzCV9xU,"Cui Prodest","Deathfame","Quelle Chris;Denmark Vessey;J Jig Cicero",2022-05-13,273754,0,true,1225721008,2022-05-13T22:52:13Z,"experimental hip hop,alternative hip hop,jazz rap","Mello Music Group",0.463,0.634,6,-7.258,1,0.395,0.161,0,0.11,0.319,177.048,4
spotify:track:0sojNQdefvaRMw7Rd3vHU6,"TREASURE THAT I TREASURE","LIVE A LITTLE","Sam Gendel;Antonia Cytrynowicz",2022-05-13,218838,3,false,1225721008,2022-05-15T00:56:23Z,"ambient jazz,nu jazz,experimental jazz,indie jazz","Psychic Hotline",0.41,0.224,1,-13.326,1,0.0363,0.928,0.00297,0.0992,0.196,84.615,4
spotify:track:4ijJ7aYRs7yGajo9n653gx,"Gloom","053","TSVI;Loraine James",2022-05-13,254226,4,false,1225721008,2022-05-16T19:36:21Z,"uk funky,ballroom vogue,singeli,idm,experimental","AD 93",0.642,0.676,7,-8.501,1,0.0648,0.128,0.801,0.0526,0.58,134.999,4
spotify:track:3xnMXv5MZO9Npek3y7DN8M,"Awaiting","053","TSVI;Loraine James",2022-05-13,224133,2,false,1225721008,2022-05-16T19:36:32Z,"uk funky,ballroom vogue,singeli,idm,experimental","AD 93",0.28,0.771,9,-9.825,0,0.275,0.666,0.552,0.157,0.0564,124.152,1
spotify:track:7e7g3iAm9dzSDMvk4zEFvt,"Cherokee - Dennis Bovell Remix","Cherokee (Dennis Bovell Remix)","Animal Collective;Dennis Bovell",2022-05-17,466349,5,false,1225721008,2022-05-17T15:11:33Z,"neo-psychedelic,indie rock,dub,roots reggae,lovers rock,rocksteady,reggae","Domino Recording Co",0.629,0.528,5,-12.515,1,0.0317,0.1,0.575,0.0937,0.256,93.998,4
spotify:track:4cjoJBu31c49VMVxRAAesm,"The Grotto","See-Through","Patricia Wolf",2022-05-13,174000,36,false,1225721008,2022-05-20T14:58:18Z,"ambient","Balmat",0.238,0.309,7,-13.941,1,0.0296,0.966,0.862,0.117,0.0351,95.418,3
spotify:track:3t4zmYSVxXek2gY5Vhiesv,"false reign","Saturn In The Basement","model home;NAPPYNAPPA",2022-05-20,179386,0,false,1225721008,2022-05-24T22:44:46Z,"experimental hip hop,experimental,experimental jazz,avant-garde","Disciples",0.784,0.737,4,-6.944,0,0.21,0.0305,0.217,0.113,0.508,111.053,4
spotify:track:2rtXjCs4zDeMrvVoe2qnAd,"yard 1","Saturn In The Basement","model home;NAPPYNAPPA",2022-05-20,774240,0,false,1225721008,2022-05-24T22:56:43Z,"experimental hip hop,experimental,experimental jazz,avant-garde","Disciples",0.495,0.843,7,-9.14,1,0.294,0.407,0.00262,0.282,0.721,170.003,4
spotify:track:5zbVD0GHIFGOdDssiy7mnT,"b.e. son","Niineta","Joe Rainey",2022-05-20,210755,5,false,1225721008,2022-05-26T22:46:50Z,"native american music,experimental","37d03d",0.274,0.602,8,-10.476,1,0.0453,0.00467,0.724,0.0722,0.143,67.069,4
spotify:track:3uCbe1D3YlE5iah92yiLH3,"can key","Niineta","Joe Rainey",2022-05-20,265639,3,false,1225721008,2022-05-26T23:06:30Z,"native american music,experimental","37d03d",0.194,0.914,2,-2.923,0,0.269,0.0805,0.000376,0.765,0.0849,64.791,3
spotify:track:4IqwAbKhCO7oUw6QQj6swq,"phil's offering","Niineta","Joe Rainey",2022-05-20,660035,3,false,1225721008,2022-05-26T23:23:11Z,"native american music,experimental","37d03d",0.227,0.604,10,-6.828,0,0.0606,0.637,0.254,0.134,0.032,197.292,3
spotify:track:3sZq6i2WAdQFiZRXuvjtjy,"Explore inner space","Afrikan Culture","Shabaka",2022-05-20,384426,25,false,1225721008,2022-05-27T03:46:43Z,"ambient jazz,indie jazz","Impulse!",0.262,0.159,9,-17.222,0,0.0371,0.975,0.85,0.125,0.397,68.336,4
spotify:track:6LISXYlxADSDRD79humWYP,"A Better Ghost","A Better Ghost","Jeremy Cunningham;Dustin Laurenzi;Paul Bryan",2022-05-23,276346,0,false,1225721008,2022-05-27T16:12:42Z,"experimental jazz,free jazz,indie jazz,ambient jazz","Northern Spy",0.456,0.556,5,-9.956,1,0.0245,0.0516,0.874,0.0813,0.321,84.967,4
spotify:track:3ySsmBNfH1m9FjMJXSdJql,"Golden Green feat Wiki","Golden Green","Emma-Jean Thackray;Wiki",2022-05-25,243334,0,true,1225721008,2022-05-27T16:46:50Z,"nu jazz,acid jazz,indie jazz,experimental hip hop,alternative hip hop","Movementt",0.643,0.635,2,-8.602,1,0.0818,0.335,0.00178,0.0953,0.637,132.741,4
spotify:track:4PuWMfnRri76zj3Vqt03GS,"The Morning","For the Birds: The Birdsong Project, Vol. I","Danielle Haim",2022-05-20,52920,0,false,1225721008,2022-05-27T17:07:23Z,"","Search Party / Downtown Records",0.737,0.141,4,-23.531,1,0.956,0.203,0,0.189,0.418,100.071,4
spotify:track:3QSka2jZeiZPzgk0VGKLWl,"May 18th 1929 Lost","For the Birds: The Birdsong Project, Vol. I","Alex Somers",2022-05-20,455920,0,false,1225721008,2022-05-27T17:26:39Z,"post-rock,ambient","Search Party / Downtown Records",0.123,0.533,1,-14.287,0,0.0514,0.000738,0.13,0.345,0.291,95.86,3
spotify:track:2w12QnKw0mWjxxwRuyGef2,"St. Francis and the Birds","For the Birds: The Birdsong Project, Vol. I","Terry Riley",2022-05-20,289346,0,false,1225721008,2022-05-27T18:00:43Z,"minimalism,avant-garde,contemporary classical,musique concrète,experimental,ambient,drone,krautrock,electroacoustic","Search Party / Downtown Records",0.26,0.403,7,-13.253,0,0.0355,0.51,0.349,0.123,0.0792,82.4,4
spotify:track:23bg4rxc5zyi1fE6VKUA3j,"Birds Return","For the Birds: The Birdsong Project, Vol. I","Hatis Noit",2022-05-20,370053,0,false,1225721008,2022-05-27T18:14:36Z,"experimental","Search Party / Downtown Records",0.153,0.239,7,-14.815,1,0.0336,0.716,0.00168,0.0864,0.0384,85.588,3
spotify:track:7cON1ZcwqlEfoRDLHeI6Aa,"Wounded Bird","For the Birds: The Birdsong Project, Vol. I","Kurt Vile",2022-05-20,323266,0,false,1225721008,2022-05-27T18:28:07Z,"","Search Party / Downtown Records",0.619,0.393,0,-13.158,1,0.0462,0.663,0.0281,0.0471,0.723,161.006,4
spotify:track:2LFdx4PHxFJ5nPSnpesMC3,"What You Do to Me","What You Do to Me","J. Sands",2022-03-25,331750,0,true,1225721008,2022-06-01T00:59:11Z,"jazz rap,underground hip hop","B.U.K.A. Entertainment",0.534,0.699,11,-7.765,0,0.073,0.448,0.0237,0.159,0.354,92.648,4
spotify:track:5wy1tBTSoo1zWLiwWkGmIm,"Nurser","'97-'99","Laddio Bolocko",2022-05-20,658213,15,false,1225721008,2022-06-02T21:46:27Z,"noise rock,experimental jazz,free jazz,post-rock,krautrock","Castle Face",0.226,0.918,8,-4.571,0,0.19,0.0176,0.879,0.602,0.0492,92.123,3
spotify:track:0x7NM9asXr0Mr6K2I7NuEQ,"Y Toros Pt. 2","'97-'99","Laddio Bolocko",2022-05-20,866426,5,false,1225721008,2022-06-02T22:37:03Z,"noise rock,experimental jazz,free jazz,post-rock,krautrock","Castle Face",0.111,0.81,3,-5.688,1,0.155,0.518,0.17,0.891,0.0497,83.307,4
spotify:track:6FHF7wDhkhC2bEwXH3aGZ8,"In Search of Bolocko","'97-'99","Laddio Bolocko",2022-05-20,435826,3,false,1225721008,2022-06-02T23:32:50Z,"noise rock,experimental jazz,free jazz,post-rock,krautrock","Castle Face",0.158,0.386,6,-12.249,0,0.0321,0.841,0.881,0.438,0.0361,80.156,4
spotify:track:41ZY7HMcFs90BO6duUfbKm,"September 5","Welfare / Practice","Lucy Liyou",2022-05-20,383031,0,false,1225721008,2022-06-03T18:34:52Z,"electroacoustic,ambient,experimental","American Dreams Records",0.192,0.0912,6,-35.202,1,0.107,0.818,0.0000478,0.0702,0.0367,85.169,4
spotify:track:6GB4ChTslxHKWk2chCJqaS,"Sig Sauer","Killing Nothing","Boldy James;Real Bad Man",2022-05-20,215328,0,true,1225721008,2022-06-05T23:01:13Z,"jazz rap,boom bap,alternative hip hop,experimental hip hop","Real Bad Man Records",0.729,0.628,10,-7.9,0,0.0828,0.438,0.00971,0.103,0.611,76.054,4
spotify:track:6DoFnNTzePpt3QK3zLtjVr,"Killing Nothing","Killing Nothing","Boldy James;Real Bad Man",2022-05-20,234695,0,true,1225721008,2022-06-05T23:20:49Z,"jazz rap,boom bap,alternative hip hop,experimental hip hop","Real Bad Man Records",0.444,0.721,7,-7.931,1,0.138,0.0468,0,0.388,0.757,82.278,4
spotify:track:7q5t9RYiFIXZhSfaOdczhZ,"Anthology","Nothing To Declare","700 Bliss;DJ Haram;Moor Mother",2022-05-27,205653,0,false,1225721008,2022-06-08T00:55:53Z,"experimental,experimental hip hop,indie dance,spoken word","Hyperdub",0.738,0.736,6,-12.533,0,0.0835,0.00936,0.733,0.495,0.495,140.041,4
spotify:track:2aLW0qAsBaQkS8xV2eSlO8,"Lead Level 15","Nothing To Declare","700 Bliss;DJ Haram;Moor Mother;Ase Manual",2022-05-27,99480,0,false,1225721008,2022-06-08T01:23:21Z,"experimental,experimental hip hop,indie dance,spoken word,ballroom vogue,jersey club,baltimore club,footwork","Hyperdub",0.377,0.449,6,-13.321,0,0.372,0.534,0,0.507,0.354,160.534,4
spotify:track:3w9zKVixdKxoReJXGbSebT,"free fallen","A Saturn Companion","model home;NAPPYNAPPA;Michael R Bernstein",2022-06-03,287960,0,false,1225721008,2022-06-08T01:32:38Z,"experimental hip hop,experimental,experimental jazz,avant-garde","Disciples",0.428,0.582,10,-12.734,0,0.0977,0.00834,0.548,0.151,0.193,142.966,4
spotify:track:2Bd5CRTwL22rirVZYpvUij,"survival","A Saturn Companion","model home;NAPPYNAPPA;R Stokes",2022-06-03,163480,0,false,1225721008,2022-06-08T01:51:07Z,"experimental hip hop,experimental,experimental jazz,avant-garde","Disciples",0.624,0.131,1,-9.014,1,0.402,0.487,0.0271,0.107,0.443,177.288,4
spotify:track:3i26BLEocz23AHVGxEfDrq,"Prep Cook In The Weeds","Prep Cook In The Weeds","Fresh Pepper;Joseph Shabason;Andre Ethier",2022-06-07,291453,0,false,1225721008,2022-06-10T04:22:33Z,"ambient jazz,vocal jazz,ambient","Telephone Explosion Records",0.6,0.442,1,-9.756,1,0.0281,0.807,0.54,0.0831,0.173,91.477,4
spotify:track:6SPzeDbiKKrnONoNnmwBFJ,"Spellling","I Told Bessie","E L U C I D",2022-06-10,235622,3,true,1225721008,2022-06-10T22:35:42Z,"experimental hip hop,alternative hip hop","Backwoodz Studioz",0.488,0.612,11,-9.975,1,0.421,0.0851,0,0.941,0.347,103.747,3
spotify:track:1ritGmQUbl82Vtx8luilUZ,"Impasse","I Told Bessie","E L U C I D",2022-06-10,195211,0,true,1225721008,2022-06-10T23:13:09Z,"experimental hip hop,alternative hip hop","Backwoodz Studioz",0.444,0.867,8,-9.9,1,0.463,0.231,0.137,0.156,0.31,108.51,3
spotify:track:1cz1jiZlsUlKbHAkJZ2Pec,"Buffalo Stance","Buffalo Stance","Robyn;Neneh Cherry;Mapei",2022-03-03,307546,33,true,1225721008,2022-06-14T18:48:07Z,"swedish pop","EMI",0.725,0.58,5,-8.749,0,0.124,0.232,0.00000121,0.141,0.351,91.778,4
spotify:track:2zM4uzJR13Xtuj4tgvLKES,"Uncle Mark","MOOR CHORES","Lord Kayso",2022-02-01,163624,0,true,1225721008,2022-06-16T17:04:20Z,"","PTP",0.581,0.659,1,-11.513,1,0.909,0.587,0.00000656,0.154,0.541,103.847,3
spotify:track:1gO0UMlUSGUW7gTwfR9cy6,"Aggro Crag","Aggro Crag","The Koreatown Oddity",2022-06-02,124827,11,false,1225721008,2022-06-16T17:05:00Z,"experimental hip hop","Stones Throw Records",0.457,0.543,9,-11.857,1,0.172,0.822,0.000102,0.253,0.858,139.568,3
spotify:track:5keSRDL8B9zL9eszKQEDJU,"RAP JASM","RAP JASM","Moor Mother;AKAI SOLO;justmadnice",2022-06-15,195000,0,true,1225721008,2022-06-16T17:22:25Z,"experimental hip hop,experimental,spoken word,alternative hip hop","Anti/Epitaph",0.605,0.688,8,-7.666,1,0.359,0.379,0,0.102,0.396,77.354,4
spotify:track:1w7qaaHhydeZWnWDBGo4gF,"Thandi Piano EDIT (from 080619, with additions)","Thandi Piano EDIT (from 080619, with additions)","Carlos Niño & Friends;Carlos Niño;Thandi Ntuli",2022-06-16,254293,0,false,1225721008,2022-06-17T12:39:09Z,"ambient jazz,experimental jazz,ambient,afro soul","International Anthem Recording Co.",0.371,0.129,6,-17.01,1,0.0343,0.988,0.923,0.066,0.149,98.912,4
spotify:track:6DhgEcC3HieIHrYOlcGSzD,"Earthlings","Pink Dolphins","Anteloper",2022-06-22,495834,0,false,1225721008,2022-06-17T17:04:57Z,"experimental jazz,free jazz,electroacoustic,nu jazz","rings",0.327,0.606,2,-8.769,0,0.102,0.731,0.685,0.153,0.224,83.794,5
spotify:track:417ngF4WoGQsMlK7l5uSD2,"Baby Bota Halloceanation","Pink Dolphins","Anteloper",2022-06-22,217167,0,false,1225721008,2022-06-17T17:12:48Z,"experimental jazz,free jazz,electroacoustic,nu jazz","rings",0.44,0.752,10,-12.038,0,0.0402,0.00608,0.683,0.197,0.277,105.759,3
spotify:track:0hrkPtW0VImWtKY3Xj2JSG,"Betamax","I Told Bessie","E L U C I D",2022-06-10,181128,1,true,1225721008,2022-06-19T21:31:39Z,"experimental hip hop,alternative hip hop","Backwoodz Studioz",0.326,0.705,0,-9.539,1,0.405,0.118,0.00078,0.351,0.376,167.424,4
spotify:track:0pQ90LVUEGwdyWfIH0WxqS,"Sunset","Sunset","Medicine Singers;Jaimie Branch",2022-05-10,378348,1,false,1225721008,2022-06-23T16:53:58Z,"native american music,traditional music,experimental jazz,free jazz,jazz,indie jazz","Joyful Noise Recordings",0.304,0.678,4,-9.602,0,0.0855,0.619,0.519,0.177,0.124,123.245,4
spotify:track:3MXcm06AFDryFxJR7w21OP,"Inori","Aura","Hatis Noit",2022-06-24,517362,15,false,1225721008,2022-06-24T12:57:28Z,"experimental","Erased Tapes",0.223,0.316,11,-18.413,0,0.0681,0.87,0.0877,0.114,0.052,121.786,4
spotify:track:2f8ZCElYvxuIkr5dBdsfmV,"bebe's peace","raja's sun","iblss;Quelle Chris",2022-03-11,196724,11,true,1225721008,2022-06-28T02:33:32Z,"experimental hip hop,alternative hip hop","Break All Records",0.681,0.711,0,-8.898,0,0.211,0.373,0.000012,0.112,0.854,69.497,4
spotify:track:269R5QZZeJqvKAg5yDOhoT,"Messing with the Settings","A Legacy of Rentals","Craig Finn",2022-05-20,342280,19,false,1225721008,2022-06-30T23:23:49Z,"","Positive Jams",0.518,0.552,9,-10.026,1,0.0573,0.576,0.0000477,0.107,0.377,130.998,4
spotify:track:3ydzpl7CwQmrfVbMnIkzNS,"EVENING","Jazz Codes","Moor Mother;Wolf Weston",2022-07-01,133714,6,false,1225721008,2022-07-02T18:10:08Z,"experimental hip hop,experimental,spoken word","Anti/Epitaph",0.469,0.711,0,-6.739,0,0.213,0.137,0.00000221,0.11,0.502,138.43,4
spotify:track:6FdUgQ0FSRsLCHoZZHmLn0,"Pulso Invisible","Self Oscillation","Nicola Cruz",2022-07-01,220266,2,false,1225721008,2022-07-05T17:47:19Z,"electrocumbia,downtempo","Rhythm Section International",0.755,0.757,11,-8.318,0,0.0777,0.0831,0.871,0.268,0.428,143.969,4
spotify:track:0p9CkOyHCPI6PkEUkg6uPy,"衛生","我想要一條純正的尾巴","Police and Pea",2022-06-30,167715,1,false,1225721008,2022-07-05T18:49:24Z,"chinese indie","兵馬司唱片/Indie Works",0.404,0.578,2,-5.709,1,0.029,0.121,0.00222,0.13,0.5,71.999,4
spotify:track:2ffoc5Am1YwBsNgAs8hAFO,"Step By Step","Step By Step EP","Braxe + Falcon;Alan Braxe;DJ Falcon;Panda Bear",2022-06-24,242081,17,false,1225721008,2022-07-06T13:35:31Z,"french house,disco house,neo-psychedelic","Smugglers Way",0.469,0.721,1,-7.058,1,0.0328,0.121,0.000249,0.0853,0.463,145.835,4
spotify:track:6cgCdGUvbsgCjdGUsfoQJQ,"Creative Source","Step By Step EP","Braxe + Falcon;Alan Braxe;DJ Falcon",2022-06-24,216699,7,false,1225721008,2022-07-06T13:50:04Z,"french house,disco house","Smugglers Way",0.8,0.859,1,-4.362,1,0.0747,0.409,0.722,0.153,0.517,103.044,4
spotify:track:0fAuuR5hoWZtTMpuqqxAGy,"home","home","Two Shell",2022-01-20,245472,37,false,1225721008,2022-07-06T14:07:26Z,"","Mainframe Audio",0.731,0.94,2,-6.634,0,0.0501,0.472,0.674,0.0987,0.672,162.017,4
spotify:track:3YSyFPN4BpcKwE4Oy12vlD,"Wuthering Heights","Ghost Song","Cécile McLorin Salvant",2022-03-04,163997,38,false,1225721008,2022-07-09T13:20:28Z,"vocal jazz,french jazz,jazz,jazz pop","Nonesuch",0.317,0.117,10,-13.957,1,0.0421,0.962,0,0.108,0.154,85.615,4
spotify:track:7sxudv1V9XYJW17rBSXaTa,"Antares","Void Patrol","Void Patrol;Colin Stetson;Elliott Sharp;Billy Martin;Payton MacDonald",2022-06-17,644746,0,false,1225721008,2022-07-10T00:22:31Z,"free jazz,minimalism,avant-garde,electroacoustic,musique concrète,experimental,contemporary classical,experimental jazz","Infrequent Seams",0.536,0.479,10,-13.682,0,0.0325,0.229,0.895,0.114,0.404,152.049,4
spotify:track:0jW65FOMi1lWYVXwlkgs8E,"Open Praise","Peace ""Fly"" God","Westside Gunn",2022-07-08,135157,28,true,1225721008,2022-07-10T19:53:06Z,"boom bap,alternative hip hop,jazz rap,experimental hip hop","Griselda Records",0.387,0.735,11,-6.94,0,0.0627,0.0518,0,0.483,0.486,128.881,4
spotify:track:24OisxVU6lSZdhJla4x34U,"Danhausen","Peace ""Fly"" God","Westside Gunn",2022-07-08,174602,37,true,1225721008,2022-07-10T19:54:56Z,"boom bap,alternative hip hop,jazz rap,experimental hip hop","Griselda Records",0.396,0.897,9,-6.817,1,0.484,0.181,0.000904,0.939,0.791,75.748,4
spotify:track:5ZmLOLI2rl0nCifnsBlO92,"Take Me Home","Take Me Home","RayonBase",2022-06-30,195000,0,false,1225721008,2022-07-11T20:47:52Z,"","RayonBase",0.721,0.449,0,-13.573,1,0.0263,0.592,0.00311,0.18,0.763,95.984,4
spotify:track:0RIuq1etP5VKeAGLfvqkXf,"Peanut Butter Jam","Synthetic Aperture","RayonBase",2021-11-02,222333,0,false,1225721008,2022-07-11T20:50:31Z,"","RayonBase",0.671,0.24,0,-16.2,0,0.0433,0.288,0.23,0.0792,0.497,89.976,4
spotify:track:6NcNYAGYN4pbaJX77WX30g,"BLUES AWAY","Jazz Codes","Moor Mother;Fatboi Sharif",2022-07-01,168947,7,false,1225721008,2022-07-15T22:37:50Z,"experimental hip hop,experimental,spoken word","Anti/Epitaph",0.508,0.492,1,-8.608,1,0.145,0.542,0.00000162,0.123,0.29,152.133,4
spotify:track:5IUAaDi1qyk6SYqSfiyZAD,"THOMAS STANLEY JAZZCODES OUTRO","Jazz Codes","Moor Mother;Irreversible Entanglements;Thomas Stanley",2022-07-01,107294,5,false,1225721008,2022-07-15T22:38:48Z,"experimental hip hop,experimental,spoken word,free jazz,experimental jazz","Anti/Epitaph",0.507,0.697,7,-10.022,1,0.4,0.711,0,0.189,0.389,80.34,4
spotify:track:00sSu4Femn1MsRKFhIN1RS,"Boaring a Hole in My Chest for Someone I Have Not Yet Met","Boaring a Hole in My Chest for Someone I Have Not Yet Met","Landon George;MJ Lenderman;Will Younts",2022-07-05,572136,0,false,1225721008,2022-07-17T17:32:21Z,"experimental,alt country","SORSE",0.557,0.61,2,-11.995,1,0.0422,0.484,0.123,0.12,0.0679,75.837,4
spotify:track:57O1esIoltiA4VTVW4AyJz,"Wara","Music from Saharan WhatsApp","Oumou Diabaté",2022-06-10,298101,7,false,1225721008,2022-07-19T00:04:08Z,"","Sahel Sounds",0.683,0.604,5,-9.08,1,0.0954,0.835,0.107,0.33,0.869,135.375,3
spotify:track:1JlaZSCaSQLkiBtOwDnx4I,"Sheesh (feat. Aesop Rock)","Sheesh (feat. Aesop Rock)","Homeboy Sandman;Aesop Rock",2022-07-19,226000,0,true,1225721008,2022-07-20T01:06:30Z,"east coast hip hop,underground hip hop,alternative hip hop,experimental hip hop","Mello Music Group",0.374,0.807,9,-4.72,1,0.0709,0.0208,0.00000217,0.0847,0.242,80.982,4
spotify:track:04R1OHayh3m9KW7Wrnb2ip,"Prime Numbers","American Rituals","Cheri Knight",2022-07-15,280499,6,false,1225721008,2022-07-21T13:38:28Z,"","Freedom To Spend",0.742,0.443,6,-12.943,1,0.055,0.692,0,0.104,0.892,106.298,4
spotify:track:6GRQi06cQ01P4Cnp9JE2Zc,"Don't Lie","""Hello, Hi""","Ty Segall",2022-07-22,250320,18,false,1225721008,2022-07-24T18:40:12Z,"garage rock,neo-psychedelic,psychedelic rock","Drag City",0.618,0.253,5,-15.62,1,0.0356,0.7,0.0519,0.103,0.359,126.083,4
spotify:track:5FF98vHSSdCTbHRaZD2A52,"I Am The Earth","The Horgenaith","Sarahsson",2022-07-15,244853,0,false,1225721008,2022-07-26T16:06:06Z,"","Illegal Data",0.147,0.426,0,-7.339,1,0.0387,0.0291,0.403,0.0652,0.0378,66.176,3
spotify:track:3ffovDtuZ4Y7mRBup6g4Ud,"Lacing The Well","The Horgenaith","Sarahsson",2022-07-15,53133,0,false,1225721008,2022-07-26T17:19:04Z,"","Illegal Data",0.356,0.461,1,-13.897,1,0.077,0.53,0.981,0.101,0.181,133.638,5
spotify:track:0m6UCEAmsquv1m5K4jND2H,"Young and Free","Young and Free","RayonBase",2022-07-28,192000,0,false,1225721008,2022-07-28T20:13:19Z,"","RayonBase",0.667,0.293,9,-16.525,1,0.0384,0.542,0.0275,0.0954,0.463,100.018,3
spotify:track:5nZlfyVABA9SbBRl9PyWw6,"Actually","EXTRA PRESENCE","Carlos Niño & Friends;Carlos Niño;Deantoni Parks;Jamael Dean;Nate Mercereau",2022-07-22,355173,0,false,1225721008,2022-07-29T00:21:41Z,"ambient jazz,experimental jazz,ambient,idm,jazz pop,nu jazz,japanese classical","International Anthem Recording Co.",0.515,0.412,5,-12.252,0,0.0372,0.586,0.479,0.187,0.285,169.974,4
spotify:track:0Aq9eM7Wncc7F4OTz7T5sh,"Comfort Station","A Better Ghost","Jeremy Cunningham;Dustin Laurenzi;Paul Bryan",2022-07-29,227920,0,false,1225721008,2022-07-29T14:55:12Z,"experimental jazz,free jazz,indie jazz,ambient jazz","Northern Spy",0.326,0.537,1,-11.771,1,0.0505,0.237,0.0634,0.106,0.297,159.851,3
spotify:track:2NJbCFDTQH0rC9ky90UIN4,"grimace_smoking_weed.jpeg","God's Country","Chat Pile",2022-07-29,545574,32,false,1225721008,2022-07-29T17:51:11Z,"noise rock,sludge metal,drone metal,mathcore","The Flenser",0.188,0.745,11,-6.616,0,0.0699,0.000221,0.144,0.312,0.0833,111.765,4
spotify:track:6POhbpfNEr01a6HarHY9C1,"ISTHISFORREAL?","ISTHISFORREAL?","The Koreatown Oddity",2022-07-22,115297,7,true,1225721008,2022-07-29T23:01:20Z,"experimental hip hop","Stones Throw Records",0.387,0.737,2,-7.053,1,0.44,0.153,0,0.149,0.608,201.338,4
spotify:track:1pRtM1cHkCBvGGgmIsBfj5,"Cross the Sea","Cross the Sea","Alex G",2022-07-26,216672,27,false,1225721008,2022-07-30T23:33:41Z,"","Domino Recording Co",0.497,0.641,2,-7.168,1,0.0366,0.218,0.00109,0.149,0.11,149.01,4
spotify:track:29r2jdYs7lylrlfPOPrUCx,"Exquisite Corpse 1","Exquisite Corpse 1","Tara Clerkin Trio",2022-08-03,573723,0,false,1225721008,2022-08-03T14:52:15Z,"experimental jazz","SA Recordings",0.274,0.45,7,-11.703,1,0.061,0.654,0.668,0.101,0.233,183.818,4
spotify:track:1GGtLBbdw8aJ3nnMABJnXt,"Jamaican Carnival - Live At KQED, 1975","Live At KQED, 1975","The Pyramids",2022-07-15,614280,0,false,1225721008,2022-08-03T22:57:26Z,"free jazz,experimental jazz","Strut",0.478,0.85,1,-10.883,1,0.0616,0.782,0.315,0.0911,0.618,133.846,4
spotify:track:0qZcBeIKskV61K1ekFJcar,"NOT TiGHT","NOT TiGHT","DOMi & JD BECK;Thundercat",2022-07-29,248894,39,false,1225721008,2022-08-04T18:36:14Z,"jazz fusion","Blue Note Records",0.55,0.741,6,-11.469,0,0.0594,0.811,0.923,0.106,0.691,173.36,4
spotify:track:3nGGyChG6hyFGpYTiKEILd,"Man Respect Man","THE FOUR KNIGHTS GAME 2","ANKHLEJOHN;Fly Anakin",2022-07-02,130050,4,true,1225721008,2022-08-15T18:35:59Z,"boom bap,underground hip hop,experimental hip hop","Shaap Records",0.701,0.592,10,-4.538,0,0.309,0.121,0,0.165,0.236,111.295,3
